"IDm","IDw","FormTime","DisTime","AgeGap"
65,144,4.3801117892,4.5482416231,27.6573171674
90,143,3.8659898070,4.6612516323,40.2500042508
4,165,2.2108867162,4.6664393099,-15.3737717055
41,165,4.3073795803,4.6664393099,-43.6523085048
13,164,3.7773038748,4.6701865104,-16.5317569928
61,151,2.3955370107,4.6748297774,-7.2621797718
51,179,4.1181575261,4.6838765537,10.6066041034
39,144,4.1973219343,4.6878411522,36.1004576398
75,109,4.3330524945,4.6927094369,26.3578729321
57,111,4.6836059937,4.7031126301,-44.6996742954
72,164,3.4565215605,4.7042083010,-12.2425396160
40,143,4.5311086455,4.7705674969,-18.0786629419
87,109,3.4472565329,4.8116470972,1.4035334093
34,121,4.2591434832,4.8423923366,6.1661005546
77,172,3.7418991804,4.8434798673,-43.7172251035
39,175,4.6899328100,4.9129244409,2.6396607211
31,192,3.4207506625,4.9186090810,-18.8310352727
82,172,4.1919504044,4.9309631711,16.3548206214
3,138,4.7687009092,4.9312974903,-5.4249696317
52,180,2.9237664722,4.9797204951,1.2189133313
61,196,4.9895287677,5.0251948386,39.6524345109
51,125,4.1590977657,5.0286388824,8.5262873762
91,121,3.2783397957,5.0719535540,10.5949677956
2,167,4.6527672732,5.1114820120,-9.7404087632
5,167,4.1005866653,5.1179897292,-12.5482809796
95,130,3.9094423145,5.1333656572,-19.2018810176
3,176,3.9935528532,5.2344607671,6.6946492920
59,134,4.7500713518,5.2382849779,15.8418659178
6,173,5.0679417137,5.2481320031,-12.8220510480
63,167,5.0713128964,5.2509219637,-12.6187198139
1,127,5.1051610546,5.2545986994,-0.6826871515
25,140,4.9070420241,5.2785108182,-21.8887317411
56,195,4.1173818676,5.3054551015,-5.6699809184
68,183,5.1573493805,5.3305116378,-3.1473414326
29,116,3.1552860825,5.3892660320,-1.3818303854
41,123,4.5041579068,5.4271103467,-15.6158526116
76,111,4.6031515496,5.4300296153,-14.7538632309
7,136,5.1790241917,5.4455284590,27.8311644400
29,196,5.3558538120,5.4497748602,6.2599341130
62,190,3.0122859056,5.4552703467,-1.6251797125
1,156,5.1037901725,5.4707242936,-28.1283652737
39,176,5.4334043548,5.4813588899,29.0536556979
15,180,4.6797626700,5.4853346407,24.2444358569
47,179,5.0901894506,5.4882891861,-4.0834323656
42,180,5.2779498840,5.5040583097,18.7610439828
14,152,4.8283856532,5.5129664981,-31.0682919333
70,164,4.8778055864,5.5172662103,-8.4717234779
44,193,4.5623827566,5.5187341393,26.3945293320
69,127,5.3237828126,5.5542803928,25.5619858252
26,133,5.1948913842,5.5575703872,-6.3814929824
98,130,5.2709349980,5.5593205407,-4.9737151207
58,190,5.4906433451,5.5773168205,-6.9901119575
17,136,4.8904051956,5.5807279238,50.7380798559
2,179,5.2853222875,5.5810932176,1.6868708222
69,116,4.9321040634,5.6089398398,17.0628373862
86,109,4.3753068036,5.6118538381,27.1352522091
5,103,5.2195677266,5.6184857610,-11.2264323459
68,142,4.8736902381,5.6313779228,-10.5420349473
56,183,4.9518284937,5.6674627646,14.1015319805
71,187,4.6291656529,5.7032544021,-31.0384457143
21,180,3.1824170078,5.7357929017,-2.8806221547
29,161,5.2905508622,5.7370871158,-3.9534688722
54,200,5.0530435038,5.7732738972,4.2366629116
52,180,5.4271837859,5.7804090845,1.2189133313
34,119,3.6830800500,5.8096713717,-25.6557156888
56,134,4.6188251432,5.8153104567,31.9697597055
92,183,5.5648007230,5.8309055638,-10.3760630586
70,169,5.3098777779,5.8350594793,-17.5553643356
82,113,4.9541676131,5.8396992890,34.5233259358
23,112,3.2748733501,5.8524608160,-0.0049866245
74,112,5.6962523472,5.8611346152,-7.6827089293
40,109,5.0642260918,5.8882721279,-20.1943584595
55,111,5.3715444473,5.9393805545,-17.0015353151
7,154,4.9545360796,5.9617310410,-32.3839868550
31,164,5.3151814802,5.9751420874,-3.4366791949
41,190,3.6402113115,5.9819807368,-11.3899659958
38,110,5.8377110142,6.0077873888,-2.3192161606
58,117,5.5859843470,6.0213245791,-46.9965480236
65,196,5.3266194350,6.0217881291,32.8934522617
31,149,5.5090150050,6.0726286834,14.6454414864
95,135,4.6846572670,6.0879875154,-49.1454327263
21,174,5.8099918405,6.1139132325,-23.1213428670
94,121,6.0393537559,6.1316252512,-1.5913235931
64,185,5.6202237615,6.1512920375,42.0091630883
16,132,5.1549653712,6.1610209342,12.8194911581
40,199,5.6041930550,6.1744353058,-24.0815661551
7,196,5.5302499696,6.1788442056,31.3717527167
42,145,5.6261090022,6.1954754570,15.3600654524
100,123,5.7093985675,6.2015598792,-4.0697646198
57,146,6.1641514082,6.2214917147,4.2918987145
98,175,4.8264082857,6.2320422116,-9.1313999682
3,196,5.9207910333,6.2529939677,18.9775863282
15,179,6.1257510559,6.2559543280,22.5843877409
6,135,5.4198110968,6.2707056689,-46.1281426863
42,191,6.0675622043,6.3278923355,13.6547503360
73,176,6.2102852780,6.3315902838,-12.5870608987
42,164,6.3006226082,6.3538805857,8.6241684698
33,155,3.7685099597,6.3616555193,-3.4575513614
47,136,5.9038727043,6.5166652607,2.6600761241
65,195,6.4367815432,6.5189406123,-4.6253477439
25,113,3.2758755950,6.5592696960,-11.7770466931
98,182,5.8137858053,6.5595889426,31.5733309026
59,164,6.0667955161,6.5625359690,-3.0399988638
27,159,5.9158322510,6.5727517488,21.4331493830
27,132,6.2017377282,6.5896192256,4.0983464104
27,186,6.5862092970,6.5896192256,16.3617061692
21,111,6.3961746265,6.5947376735,-42.9354474334
52,111,6.4899652915,6.5947376735,-38.8359119474
75,111,5.7475038209,6.5947376735,-1.2009366292
77,111,5.7294889688,6.5947376735,-39.3157885520
94,111,2.6251184161,6.5947376735,-47.0495611979
41,142,6.3031131817,6.6126193978,-19.1049083755
91,140,6.3560280345,6.6292629450,-31.2078860943
46,176,3.6296993922,6.6413400661,51.7684394529
56,166,4.8809528116,6.6823593831,16.4163761212
2,161,6.5208227229,6.6912050952,1.7575646033
49,117,5.7103017942,6.7089158119,-8.5029038500
33,189,5.9796625741,6.7236356946,-0.2434409274
58,125,5.8772821705,6.7412183675,-1.9274872095
79,164,6.7645714463,6.7724721283,26.2140834545
53,133,6.7303266655,6.7763720119,-3.5957770584
95,185,5.1162679786,6.8025844401,0.1003542835
86,156,6.7434564424,6.8031447954,21.6670223954
3,125,6.3175162642,6.8209039680,6.6131728345
83,112,6.0217453300,6.8336987079,-14.0098563853
98,162,6.5644325034,6.8395649123,-25.5422970280
91,113,6.2918356095,6.8759021730,-21.0962010463
92,166,6.7751696680,6.8802386806,-8.0612189179
17,194,6.7799038313,6.9150522366,51.8832414946
74,179,6.7659382307,6.9179412618,-5.8247782335
91,190,3.7319113264,6.9374080015,-3.6114341217
77,198,6.1868523883,6.9399005272,11.0815121777
61,123,4.3170244237,6.9768044047,17.9995096534
54,105,6.6778850283,6.9824050795,-3.5138297977
4,105,4.4995117708,6.9907508375,16.7323249726
77,128,6.2279256166,6.9970496620,-38.4876162163
63,135,6.6566958648,6.9992857162,-55.3901423364
54,116,6.8412685157,7.0030031701,6.4276897764
24,156,3.7098073307,7.0297522508,-15.1557201437
47,160,4.8527243487,7.0363449104,-20.4274040702
8,103,6.5191434504,7.0730342970,9.7433927003
15,180,6.2542826514,7.0997787561,24.2444358569
56,122,7.0485687738,7.1388532272,-0.8452741808
74,127,6.8034660183,7.1415281495,5.3167024736
72,170,7.0563198060,7.1653315742,9.1314442827
96,189,5.4826291586,7.1766519644,-3.6648226917
1,122,6.3157997483,7.1958997305,-34.2341643602
63,192,5.7221183959,7.2060781898,-25.0626237032
62,138,5.7347797628,7.2207438189,-8.6006974307
2,135,7.0561715513,7.2283502333,-52.5118312858
50,162,6.8838440085,7.2347037914,-47.8703534481
97,196,6.3113901897,7.2415711128,4.5354528626
76,151,6.8282970651,7.2488060902,-12.9896035845
88,123,7.0770135476,7.2659011229,24.7032094841
31,113,2.8844616195,7.2878481550,-19.5875601979
8,193,6.9072815038,7.2939127843,14.3702090703
59,121,5.8067576490,7.2975139285,12.5002889751
77,191,6.8852712924,7.3038720683,-4.3672569199
75,183,6.1205376102,7.3079414307,29.7306501933
65,177,6.8950378058,7.3260410603,10.6125674128
44,123,4.5757383627,7.3318442015,20.5043158226
92,149,6.1433704922,7.3419875144,6.6924205661
62,174,6.9834666543,7.3506597792,-13.0629108335
96,140,6.4108665694,7.3539130549,-36.2037423412
69,176,6.8313927977,7.3723631242,12.4216648483
18,186,6.8733378614,7.3730972116,-12.0354969996
44,142,2.2969990044,7.3890521516,17.0152600587
54,151,6.3762470796,7.3908682741,-32.8451600079
11,154,7.1145881720,7.4562363816,-61.6944000208
6,166,7.0710531119,7.4674944517,2.9222132221
97,169,4.2404923444,7.4889912845,-23.3091121585
68,106,6.1194339130,7.5388412828,16.9620215947
5,177,5.4626710713,7.5567710646,-13.1177894767
60,172,6.0291817270,7.5779830487,-44.0257741150
18,198,7.4826589090,7.5977046990,-1.3268104637
84,136,5.1292952571,7.5994272457,20.0116868935
55,169,6.8135270162,7.6299854663,3.8327735930
79,190,4.0569938728,7.6454901178,27.5479693761
18,110,6.6654694358,7.6516583972,-8.2119464864
96,104,5.8349115097,7.6537313819,-18.9039677417
23,180,7.4843043249,7.6552507122,3.5129921873
57,156,7.2551178861,7.6624180841,-22.6090945478
99,110,7.2654446239,7.6761573211,7.0686210692
21,159,7.0997701563,7.6769906602,1.8246099742
40,112,7.4758525963,7.6929903817,-11.2163215538
86,156,7.5218599422,7.6999686626,21.6670223954
11,128,7.4854294087,7.7008445981,-45.7893620425
61,191,7.3787374807,7.7023737902,25.9220922138
7,183,7.1838918450,7.7074693899,13.6244656100
69,196,7.5553086385,7.7083503208,24.7046018845
78,134,3.8595780037,7.7120847463,20.6908855367
25,110,6.5636650367,7.7131328633,17.9680492510
24,144,7.2873373285,7.7261137979,6.1964389436
89,122,6.1649642610,7.7313312712,-15.4174886510
33,144,6.3481351831,7.7338645890,7.0049945430
70,138,6.9149365468,7.7429558576,-14.1133552745
14,154,7.2333368464,7.7781368556,-64.9786146664
64,145,6.6446357102,7.7991741713,45.2211477721
55,181,6.4544439727,7.8251901105,34.6015232683
61,103,7.3576765848,7.8355131868,19.2629067928
42,133,6.5067099282,7.8507203496,16.4097579825
1,155,7.6831112058,7.8977049346,-17.2387520909
96,135,7.2850605720,7.9062420846,-55.6630510013
89,189,7.3793802553,7.9332844721,4.7920340523
31,138,7.7683050500,7.9538674370,-9.0783109915
76,167,6.5487107479,7.9555343544,12.2136343465
24,189,6.6959903958,7.9595133716,-1.0519965268
18,163,7.6072275803,7.9638151838,-23.7880064276
64,153,7.4757292043,8.0048344787,48.0256447620
89,192,6.2532518387,8.0109529894,-16.8786756241
1,123,5.7625758860,8.0269391134,-23.1929959496
60,194,7.9636019801,8.0269552714,6.6591097277
50,146,7.5862238991,8.0435437225,7.5501747054
43,109,6.8525803518,8.0679876315,-2.5607565866
99,143,7.3233036340,8.1734650349,-6.7690385589
31,182,7.7524220813,8.2088017337,17.3320438261
4,173,7.1738130481,8.2243535599,3.1389018090
33,194,8.1453642712,8.2291273657,9.8457029993
16,196,7.6968584876,8.2569948605,34.0731106523
63,169,6.7229308712,8.2965255217,-18.7519084832
99,160,7.4809565175,8.3209379892,-14.3927381796
53,180,6.8961578778,8.3295151453,-1.2444910581
14,151,7.9985695016,8.3421921596,-48.1374893775
34,198,7.1402077151,8.3531798320,11.1051636795
1,186,7.8633354660,8.3556973088,-10.5303308275
78,127,6.2341511824,8.3685628674,21.4273288590
84,110,7.5716394456,8.3848238152,18.3855659480
5,156,7.4726050792,8.4142073577,-17.4251988094
55,164,7.7885097325,8.4234093580,12.9164144507
92,179,6.6808638659,8.4394068277,-2.9128727183
50,142,4.6695398787,8.4448869135,-17.9045049966
12,156,8.3598203983,8.4554108636,-30.0218101302
88,159,7.7276158539,8.4837779187,42.4373178200
31,137,8.4719124360,8.5079002097,19.6770703442
13,106,7.5646520231,8.5082017894,4.5912430912
58,146,7.3201225633,8.5250683051,10.7496253649
51,152,8.0630462060,8.5349189635,-8.9547159688
18,159,8.2555675842,8.5446942765,-6.9640537858
88,136,6.7226624216,8.5674762196,42.8155460649
42,132,8.0042426320,8.5728115555,6.1314731390
88,151,8.1476615929,8.5733883728,-0.5584799411
43,153,5.8770828298,8.5801057583,9.3387775904
61,177,7.3133061424,8.5829472661,17.3715496620
94,154,8.0860593916,8.5892550184,-62.1264268404
40,183,7.4157891253,8.6074405367,-16.8215811984
88,161,8.2388292791,8.6347830741,36.1427313563
74,144,8.2061150286,8.6567154606,-0.7768165614
47,185,8.6199983593,8.6806620634,-9.0363474637
48,146,8.7021246242,8.7496382274,-4.6967217103
26,192,8.0339097417,8.7765769604,-29.5614385728
62,184,7.4893908769,8.7925578210,19.7610068066
72,164,6.1702495121,8.8059230483,-12.2425396160
55,142,8.3155879206,8.8218896148,6.5353579926
77,174,6.5549474300,8.8314286196,-19.5016839855
98,116,8.6393302857,8.8564478002,21.9237675465
98,145,8.4000491435,8.8564478002,17.5405048641
31,145,8.7473834105,8.8621689322,3.2992177876
23,156,8.4162669642,8.9257274666,-14.4512533439
24,141,8.6371121969,8.9357697553,-19.1170269517
58,105,8.2943397676,8.9472164939,-7.1463577883
38,176,8.2765595279,8.9495956715,-9.4354439747
67,183,8.3989037695,8.9518214738,-21.5069712343
57,168,7.5866376059,8.9820606384,6.1205742319
57,164,8.1295322233,8.9823747822,-14.7817245296
8,190,8.5517912159,9.0389759053,12.7058821767
13,159,8.9265708850,9.0470591373,-1.6896493510
14,189,8.3604121065,9.0955540071,-13.7074456594
54,118,9.0687355248,9.1218324182,18.6911688995
57,177,8.3134127190,9.1230254885,-18.3016852151
40,191,8.6286112195,9.1409740464,-12.8046363888
84,119,7.2324899146,9.1555468336,-11.4901773976
20,106,9.1625133090,9.1797375262,-2.7093275595
43,153,9.0962706516,9.2092481725,9.3387775904
75,189,8.2882060891,9.2126051710,34.9933667353
56,152,8.8143910584,9.2415291776,2.0034022486
72,132,6.0807057264,9.2435241942,-14.7352349468
58,191,8.0306949839,9.2756583978,-3.2934160129
84,156,9.0644092660,9.2821723283,-3.0360190114
41,144,8.6397876593,9.3155695402,0.8009371515
53,166,9.0597847343,9.3209902283,-8.0528853736
44,144,7.8720495865,9.3501124098,36.9211055857
62,153,9.2983641438,9.3602361890,6.5813283384
39,138,8.4303641370,9.3876085808,16.9340367742
39,170,9.0625706032,9.3876085808,43.9496524695
33,159,8.7153442964,9.4060675209,8.3223131157
86,190,5.6882433513,9.4117196720,30.8282783352
31,169,8.5259796994,9.4449641511,-12.5203200527
99,198,6.7402277037,9.4505959899,13.9537570919
78,142,9.3004868749,9.5211525331,-4.5720357031
44,169,8.3248471201,9.5591442607,14.3126756590
56,103,8.6289684143,9.5767859434,11.4592913692
24,146,9.1544594024,9.5828649678,11.7452731186
7,112,9.4425931505,9.5861742646,19.2297252545
42,182,9.5423234570,9.6017830214,29.3928914909
42,190,9.0085128017,9.6135935494,9.9580543915
20,135,9.5145852842,9.6654515078,-69.5542023544
77,181,8.4031028765,9.6696843621,12.2872700314
92,156,8.5404570110,9.7386172745,-19.2170701335
20,101,9.4674573588,9.7423574702,-0.1173637921
88,191,9.7012014684,9.7515141878,32.6257920445
12,181,9.6056898057,9.7718574219,-0.5093312944
67,145,8.6012769783,9.7740392504,-15.7847113083
40,170,8.8582332641,9.7815157845,3.5387656437
18,184,8.1071501164,9.8097464067,0.9139110132
91,175,9.0393368600,9.8125736045,-24.8813278931
50,183,8.0061609348,9.8513011007,-10.5098114819
3,104,9.4189194474,9.9634069049,-8.7461292865
6,174,8.2648490528,9.9853410392,-10.5101131747
63,142,9.5779254114,10.0005137198,-16.0493240835
94,142,9.0478105624,10.0615620207,-23.5126678901
53,174,7.9838826099,10.0730724997,-21.4852117704
4,106,8.8497404725,10.1064469339,36.6776849657
26,138,8.2136634390,10.1395221731,-19.8087142917
94,185,9.0161517053,10.1509589715,-13.6076991332
86,195,8.0725692693,10.1664570864,10.7365165714
69,125,9.6013835190,10.1889646473,12.3401883909
54,143,7.9685856386,10.1933566889,-4.9349145754
53,155,10.1905168574,10.2053157023,-8.3191234064
23,119,9.1507289155,10.2179150535,-22.9054117301
6,200,9.6234754793,10.2211900386,8.5218648248
14,171,9.5536779445,10.2619605726,1.8379889077
31,154,9.1635463838,10.2623762091,-48.4314946033
43,198,9.5291622567,10.2885410073,20.2777345817
86,149,9.6388162957,10.3075097357,47.5765130949
52,149,10.2935198496,10.3434205294,9.1641584997
31,174,9.5659450002,10.3545067107,-13.5405243943
