"IDm","IDw","FormTime","DisTime","AgeGap"
5,702,0.7340959529,0.7603246615,-0.4778574948
344,631,0.5385092962,0.7693705629,2.8022771402
163,864,0.6404893542,0.7696855041,1.1062490834
309,708,0.4678715704,0.7826953165,2.3147013699
262,919,0.5838284256,0.7829673416,2.1348093565
84,982,0.6457914944,0.7874570968,3.5739580851
358,983,0.6960258044,0.7921999589,5.8803909701
268,696,0.5277534688,0.7936270150,2.6511578882
175,635,0.7147188524,0.7971595973,2.1770445494
353,579,0.6721840791,0.7984969989,3.1932852228
357,583,0.2106590821,0.7986837434,3.8020523047
104,648,0.7613348646,0.8008843138,4.5405699139
284,954,0.2045009762,0.8025413425,2.3291553061
333,626,0.7473432524,0.8163305653,1.4071026378
193,842,0.1601441203,0.8270252698,3.8452131749
447,741,0.6835458928,0.8295871315,2.7363791447
362,862,0.0109954176,0.8307744973,3.4579904129
252,638,0.8215210877,0.8315590372,2.6767853295
176,857,0.4983449709,0.8327572494,3.8811804621
145,662,0.8030553412,0.8414715071,2.5455674881
398,645,0.8241376967,0.8504377797,2.2367962314
98,756,0.6213869014,0.8506619667,3.6851628418
286,759,0.1204843306,0.8520591486,2.4137914467
51,569,0.2614526223,0.8579593740,3.2631161655
469,932,0.0613820997,0.8655424234,2.6856373085
124,604,0.5799663319,0.8660794446,0.1812046969
105,723,0.4956473744,0.8666942307,6.5542250627
487,922,0.2157599598,0.8702686476,4.2196547199
87,864,0.7377176894,0.8706588592,5.2728789264
183,663,0.8746020113,0.8853221947,1.2206043282
320,934,0.7453924772,0.8884742347,2.1335493393
24,813,0.6447325678,0.8893067115,5.7738263571
263,771,0.7431628056,0.8966317405,2.1442169937
372,749,0.6400715095,0.8975267536,4.0151834407
42,678,0.5578626616,0.8987760868,4.8544102364
98,879,0.6918953196,0.8990318500,2.6094213985
185,766,0.4814188776,0.9029977653,2.6591209150
294,762,0.3662707442,0.9050338589,2.9008009072
69,711,0.8255343854,0.9076963818,4.4009990524
69,597,0.2086083115,0.9101642216,2.8343724823
357,554,0.6455972772,0.9128526946,3.7097979193
360,682,0.5052233859,0.9132700990,2.5936499549
288,650,0.6009341553,0.9144020999,3.7306652594
414,903,0.3716750808,0.9191256448,3.1260947730
200,752,0.1975773364,0.9203279478,1.2960849111
49,592,0.6733737024,0.9239848668,0.2040617460
360,662,0.8041399634,0.9270450933,5.0424840223
335,638,0.2959462175,0.9277701823,4.1439727735
390,569,0.4836224431,0.9309091019,-0.3579660088
4,835,0.4802142244,0.9332452916,3.2236368561
499,996,0.4480901147,0.9382310860,3.3536831564
178,903,0.4962673555,0.9401963019,4.0268195193
285,845,0.6314264579,0.9516992270,3.5052375695
365,635,0.1877013532,0.9528631822,3.1272557849
53,734,0.9189856733,0.9560337728,3.3148651760
469,724,0.3363275212,0.9574066378,3.3325294843
412,636,0.8101474481,0.9587656930,1.6407619964
458,920,0.9473474581,0.9617412337,2.3939272195
6,590,0.6002690065,0.9624425516,3.0168758865
160,593,0.2204845557,0.9644814780,3.2993063105
115,540,0.5652682152,0.9648706230,2.8312995595
100,647,0.6327147239,0.9683109877,1.8018315167
240,575,0.1809416929,0.9711397316,6.3689685372
52,944,0.5878328174,0.9728326847,3.5189924571
247,647,0.5053996924,0.9732567374,1.7659374154
408,696,0.9345860446,0.9781841172,1.2777220959
248,501,0.6391966569,0.9815799617,2.1988927649
343,579,0.6787360537,0.9853398354,3.2122035193
163,636,0.9100982291,0.9869839487,3.9194009572
16,788,0.9411274074,0.9900491669,1.7520171090
53,770,0.6724817700,0.9912472984,3.1034831846
201,880,0.8839952585,0.9929715369,3.1878153943
487,1000,0.9178331264,0.9951109214,2.2849269588
248,918,0.9674043898,0.9977251936,3.1855520492
449,858,0.9963636263,1.0000773214,1.9952732582
331,503,0.7748590334,1.0011505386,2.1594258949
191,957,0.8050930973,1.0082590856,3.1261172395
96,802,0.4720314288,1.0102809703,4.4470869573
82,603,0.3497135744,1.0111539679,2.5858348822
119,554,0.3356109705,1.0127742035,4.5462399549
263,528,0.6581089163,1.0128143965,1.6524821448
376,542,0.4733000066,1.0129276697,4.2606670166
368,982,0.3966040652,1.0144641656,4.6466053134
199,639,0.1526422277,1.0177440359,-0.4135061849
388,519,0.4795687633,1.0200896060,-3.6928195448
145,808,0.8971195707,1.0208351425,3.8517649038
153,591,0.5652477745,1.0218619911,2.9724948746
42,524,0.6350762297,1.0231220904,-0.7764870039
37,575,0.7257721176,1.0256913570,1.2167990518
180,739,0.3127570382,1.0259322021,3.0046799141
110,601,0.5139281192,1.0263078417,1.2205807360
328,601,0.8116881614,1.0322574752,4.4047028438
482,910,0.2677776593,1.0325056968,2.2821891528
368,509,0.7221978181,1.0335819878,7.0701095270
368,639,0.4928144820,1.0361639666,2.0765912915
124,866,0.2590933208,1.0366848337,2.3878190175
176,619,1.0169433644,1.0378931848,2.7904892944
230,809,0.9128293778,1.0389546581,-0.1180623349
9,583,0.7229182917,1.0393052613,3.5519157723
50,799,0.1110005821,1.0413338491,3.1593403767
240,967,0.7370293617,1.0420407392,3.0420803461
173,544,0.9468425110,1.0438579729,1.9348564509
377,973,0.5323533812,1.0465261123,6.8764754509
230,609,0.9611424675,1.0492174299,3.2533782562
103,571,0.1737306759,1.0510400629,3.6459783885
333,707,0.8891365078,1.0559767107,3.8199157610
112,696,0.8105999319,1.0560879560,2.4701966495
355,755,0.4018944262,1.0578313288,1.7753969585
91,664,0.7194025937,1.0578794509,1.8638943772
442,720,0.6488168376,1.0593141849,5.2502346661
362,820,0.7484380541,1.0593166810,2.0319599996
372,886,0.8602741719,1.0611076227,2.0615023333
252,580,0.4470654927,1.0644526168,3.4390074071
75,537,0.3913910015,1.0654371155,5.9978147259
33,696,0.3686373307,1.0725790396,3.8946820281
338,868,0.2915486357,1.0735428910,2.0730213841
286,761,0.8668531176,1.0751841595,2.7193997434
189,808,0.9430956425,1.0779653485,4.2660725664
176,787,0.8111336735,1.0788152583,-0.3123478948
77,951,0.5992207738,1.0823329701,0.4502990813
226,868,0.4682182539,1.0848839364,-0.0765981158
33,984,0.9742533211,1.0890827070,-0.4428305691
161,802,0.6226358122,1.0977121112,4.7526133655
279,898,1.0113259894,1.1038510245,5.8799614352
116,724,0.8329916783,1.1132802697,3.5945133084
365,767,0.8795691525,1.1152827721,4.7652226286
357,512,0.6129804345,1.1169420341,4.8696747189
441,734,0.3663586339,1.1288332681,2.3270512363
437,646,1.0859382741,1.1290989105,6.0515035510
24,559,1.0806953167,1.1340928757,2.5292931517
247,607,0.4675123291,1.1353161190,-0.5875639353
54,682,0.4350095846,1.1372248441,3.4552947647
279,922,0.3761118964,1.1377478508,2.4617963277
79,786,0.4619230218,1.1390945031,2.7220854563
357,909,0.7064606801,1.1403861344,2.7200517046
367,959,0.9521001461,1.1441294767,4.1853553665
317,679,0.6608497715,1.1445280220,3.5764407193
355,621,0.8275407606,1.1453339409,4.3328478382
234,556,0.4474772868,1.1555996375,2.8573735549
247,743,0.4064592073,1.1558855162,3.5236580999
353,591,0.1313259921,1.1599666085,0.8165761757
62,771,1.1013894510,1.1616189789,0.9124439569
360,662,1.0014022108,1.1680146478,5.0424840223
179,978,0.9178060919,1.1697163402,4.2138118776
387,589,1.0162998105,1.1768696031,4.4667065001
362,883,0.8308002651,1.1813312134,2.7300718804
346,647,0.4270588363,1.1838472656,2.9893067162
77,857,0.6076217835,1.1841209713,2.3002597110
482,638,0.5470831122,1.1859511556,3.2121630630
356,854,0.7172293341,1.1882786450,2.0164412676
441,730,0.3411320140,1.1894336436,-0.4406701328
6,628,0.2504710375,1.1968799597,3.2945242660
230,969,0.6971617296,1.2011409681,5.8482125902
86,522,0.3149411992,1.2027496683,-0.8068156230
412,761,0.7013891670,1.2048012086,3.2058304279
313,555,1.0179090695,1.2049600939,3.2743221789
99,707,0.8678854879,1.2067956070,1.6198227709
333,556,0.8238874211,1.2147981525,5.0584921049
68,626,0.8820486719,1.2152160705,1.5716250303
377,530,0.4600064921,1.2152707595,3.8437020217
50,900,1.1175999915,1.2157644231,3.5642217194
419,978,0.9345301787,1.2174804569,-0.2092756992
442,626,1.0686188603,1.2187640943,3.5271540422
99,702,1.0671305675,1.2204966259,2.5943774244
423,512,0.5435574596,1.2205460187,2.9953109839
359,610,0.4875418161,1.2236225243,1.9468288226
337,791,0.7319491063,1.2243523106,2.0459518312
430,821,1.1616382411,1.2255278256,3.4943685389
60,638,0.9013009496,1.2255806745,3.4224254433
41,656,1.1285966599,1.2262882684,0.0986640247
111,596,1.0284026005,1.2268519615,1.6792151080
418,923,0.6277554647,1.2283279606,3.0481211237
112,760,1.1703339338,1.2300715053,3.4984457696
454,545,0.6415833377,1.2313384040,3.9018185795
381,548,0.5258882396,1.2377353628,3.8173974248
355,835,1.1296658768,1.2396141219,1.7520792487
21,601,0.5815782947,1.2488519598,2.4943599989
357,708,0.3276445770,1.2501740114,2.9088099319
484,819,0.5368811486,1.2525734960,3.6315732015
230,571,1.1578368810,1.2543595803,4.0305163241
361,543,1.1236183660,1.2607399984,4.3738715929
31,650,1.1423117883,1.2610985647,3.2790717192
133,868,0.3362267518,1.2676964628,3.5946898798
260,730,1.2182867980,1.2678912913,1.3970765873
116,799,0.0762249929,1.2717330510,2.6994054152
162,837,0.0012275576,1.2726424451,3.4681172633
128,936,1.0603945423,1.2748430015,0.8955507154
297,702,1.1728346330,1.2757503666,5.1998992833
89,506,0.9956966020,1.2760044696,2.4095382115
244,608,0.7517465895,1.2772286520,3.5455724414
285,877,0.7585861042,1.2899510124,-4.4604015049
230,552,0.7867654000,1.2913877195,5.4824535454
342,676,0.3891343096,1.2922762294,3.4275051447
495,1000,1.1461330833,1.2954720067,3.7235780835
284,544,0.3708376602,1.2986661344,-4.7808535956
68,922,0.1991843104,1.3029678442,1.3295122079
423,988,1.1022145123,1.3040552265,4.8527224188
119,801,0.6378121113,1.3046041647,3.3776971739
185,702,1.2632267878,1.3055894234,3.9077758210
226,806,1.2603362782,1.3072773056,3.7491873567
179,658,0.1758164012,1.3122965566,1.9755943562
234,888,0.3651389903,1.3135053067,2.1220961965
379,978,0.9583963970,1.3145546536,0.1991045752
65,701,0.7137198768,1.3145611905,3.4486177426
292,900,0.8689404171,1.3167482028,2.5163469997
297,808,0.6186712041,1.3205682995,7.9817241233
23,538,1.2932838204,1.3211371596,1.1892185922
193,720,0.8809051625,1.3211382944,2.6975918143
316,802,1.1587120465,1.3224273010,0.5731597468
297,666,0.4822053281,1.3253529905,0.6550560626
344,821,0.8124536960,1.3259287105,2.1216592574
10,996,1.2625074463,1.3299751070,3.9757098608
165,600,0.1990229817,1.3300852099,4.9244046468
433,604,0.6980593809,1.3319531263,3.2786792185
424,860,0.6144854276,1.3341257300,3.5227597958
47,924,0.9495996044,1.3343206172,3.6156019651
244,750,1.0578539068,1.3369160653,4.0227829194
175,881,1.3253831663,1.3379980605,3.1139020117
435,874,1.1489825311,1.3395273367,4.4043542370
309,819,0.7367211772,1.3450906341,3.2460367284
392,601,1.2192351037,1.3457682364,3.0345308679
419,763,1.1099266575,1.3562906481,2.3854455679
98,645,1.0774939803,1.3568275560,2.6831774221
200,598,0.4951502831,1.3605102899,2.6413013820
96,857,0.0416406685,1.3621493982,1.7569222069
33,957,0.7206257614,1.3659141516,3.1522188286
232,610,1.1022485585,1.3663717885,1.7930180589
113,524,0.5200125155,1.3665101928,3.6783596990
2,664,0.4470846856,1.3695088249,0.0192578458
328,580,0.7426963512,1.3703971424,2.7838804958
333,644,0.9230144401,1.3705144792,5.4690996179
200,808,0.7334404128,1.3709135378,1.9204823927
249,750,0.9677614111,1.3722659632,-3.1505364971
477,786,0.6535062416,1.3723673399,1.5575293212
199,794,0.8990618898,1.3727364208,4.8879816723
291,807,0.3134129303,1.3735674881,1.4338380567
298,560,0.9866572763,1.3747095936,3.3527866010
91,650,0.1614610318,1.3757715454,1.7704308708
376,844,0.9963195217,1.3783953924,1.0636889127
180,752,1.0204189868,1.3792543576,0.1958521868
428,650,1.0711927295,1.3801495204,-0.3728073800
143,615,0.5647441221,1.3850985379,3.2090141143
407,677,1.2088772056,1.3855153556,3.7530420499
308,593,0.9393699529,1.3898443410,1.5023387001
488,621,1.1047309367,1.3942142101,3.2749691821
375,610,0.6946364019,1.3953271733,4.2216324190
459,634,0.8385751962,1.3959978606,1.9551658568
430,580,0.8479743383,1.3962344981,2.4525226769
116,598,0.2135504456,1.4053041617,0.6392316257
230,519,1.0463954966,1.4125193869,1.4989159225
225,556,1.3642742898,1.4146781820,0.6963305267
187,789,0.2573640023,1.4160106284,0.6622139300
159,799,1.1378328755,1.4177987435,-0.8009284830
104,946,0.9502987378,1.4223749826,3.4288949420
398,920,0.9712830361,1.4275264661,3.4665853446
179,644,1.2420733024,1.4398550515,0.2231532955
193,538,0.7882464198,1.4409498169,3.0550095887
186,949,1.1147422360,1.4418256969,2.8762077915
387,555,1.1832075205,1.4442671367,1.2373330087
449,747,1.3764314081,1.4451545768,-4.5539199442
313,575,1.3085933262,1.4454481011,0.2843795619
303,954,0.4012698083,1.4490692112,3.0320649787
322,509,0.9504698825,1.4524791083,3.3842331402
377,857,1.1379814020,1.4543160999,3.8348400754
375,511,1.4430016773,1.4641062249,2.5590787014
403,843,1.3351880244,1.4643468603,4.4932426878
442,761,1.0080963215,1.4672188874,3.6829761404
105,861,0.8039453543,1.4686137580,2.9606781277
279,854,0.5338365655,1.4745238870,4.1100866322
49,683,0.5652567556,1.4758226302,4.0160773995
476,949,1.1185462140,1.4803139577,2.6062560640
469,579,0.7014070513,1.4825714321,3.6413151901
334,562,1.4061834487,1.4890769989,3.1325645797
60,770,1.0427210135,1.4950907150,4.7784619580
59,650,0.3878662118,1.4976975601,3.6757520503
338,985,0.9398722600,1.4991594966,2.3194846787
163,542,1.0018683592,1.5011960053,2.2714650862
55,692,1.4392137722,1.5014282074,3.2496094042
449,541,1.2786474092,1.5059481614,0.0874891771
473,952,1.2400193144,1.5060897125,0.0151304485
359,678,0.5086549113,1.5074508172,1.9510832467
91,766,1.3593308247,1.5089151375,2.9259963469
398,512,1.2459391599,1.5089742556,2.8548117804
465,920,1.4730339809,1.5152284511,3.1781256105
142,926,0.6173496576,1.5152688209,2.7868723649
153,598,0.9424226309,1.5180029160,2.0851365331
202,553,0.9204773167,1.5199246650,2.4150824652
282,608,1.2256613028,1.5209782883,2.2960512946
252,868,1.1570558042,1.5223951006,2.1096310668
247,771,0.7327433261,1.5244647932,2.6578515639
201,851,0.9662284539,1.5281776062,3.0292871556
64,831,0.2010829225,1.5310010052,4.0680047034
252,949,1.2139836257,1.5321069822,3.1716947419
346,899,1.1063255652,1.5358559350,2.1119796132
335,868,1.5210200914,1.5359708002,3.5768185108
60,634,1.1467805994,1.5408382983,2.6644380485
287,626,1.2802145287,1.5439813408,2.0576682431
342,559,0.7751339681,1.5446366105,-0.3529508642
145,957,1.0340762579,1.5453153001,1.6219821221
377,614,0.9525767015,1.5480424154,7.7492363390
451,968,0.4843712994,1.5547513486,1.9068630700
408,750,1.2774786673,1.5564773663,3.6089442507
318,742,1.1982262931,1.5571689490,2.1165081305
54,949,0.1888451073,1.5580462256,8.9322527648
287,650,0.5175388299,1.5637003891,3.0408156376
243,843,1.3606986657,1.5651092458,6.9928988088
71,959,0.7050666933,1.5671897215,3.6089606628
172,795,1.0274946652,1.5694025802,2.6088673773
161,813,1.3364941076,1.5718466392,3.4665266004
199,648,1.5187145492,1.5765217314,1.9490504720
451,899,1.3548898344,1.5821429736,2.8199588433
369,608,0.3543932263,1.5856747029,2.9507819911
42,982,1.0217241491,1.5864445719,7.4067755481
59,886,0.5381747862,1.5889428446,3.0721559822
390,705,1.1035205510,1.5892141561,1.5940028694
59,792,1.2716068487,1.5904038929,3.0061304277
362,574,1.5424233017,1.5917474308,1.3691412662
155,977,1.5431537927,1.5925552613,2.3580080986
368,639,1.3237173527,1.5928899106,2.0765912915
116,830,1.1860483680,1.5936693502,2.8197769189
266,1000,0.2067642973,1.5959877639,3.7693321141
209,833,0.6871600445,1.6029202826,2.9817209720
484,803,1.3003433259,1.6047393335,1.5760664179
34,604,0.1695230105,1.6050879601,3.0938943759
433,799,1.4791731716,1.6056924232,5.4933864734
112,820,0.7551436702,1.6073617388,0.4881601342
191,898,0.5489223525,1.6129475702,2.3627596895
10,903,1.1751098464,1.6144987934,1.2584933692
77,702,1.3430917859,1.6153318831,-0.2778674898
16,889,1.0041551641,1.6153603592,1.3464375288
200,978,1.5433620972,1.6154264612,3.8039453382
357,701,1.5808812105,1.6158371485,1.6891792736
55,775,1.5015293426,1.6160849161,3.1974542706
59,771,1.0974603295,1.6164283436,0.8315107271
341,977,1.3633573131,1.6209812853,5.6144819839
326,605,1.4829254491,1.6228259717,3.0247112847
346,519,1.0339689563,1.6231876990,1.8368220488
52,836,0.0857494314,1.6232037823,2.7048420658
474,841,0.4913583882,1.6251978360,2.2732390891
342,501,1.3794389810,1.6269896611,4.3731449014
7,790,0.8365279523,1.6285214343,4.3732506720
474,886,1.1166769502,1.6316504809,2.9189821754
309,726,0.8227886612,1.6333882416,4.3391099540
430,799,1.5274279049,1.6337356952,3.2442762736
473,866,0.3093723038,1.6341091979,2.2440588312
415,934,1.2857879329,1.6342905910,0.8579413690
486,808,0.7006931019,1.6349318567,1.8255883202
176,559,0.6016843605,1.6402904688,2.0407252420
111,573,0.9830440959,1.6423239370,2.5207163813
418,672,1.3809850549,1.6440670173,6.4466071975
37,523,1.2289479591,1.6455245979,3.9609822930
212,801,1.3136130939,1.6549407292,0.8590118840
487,884,0.9692767119,1.6580628263,7.0948404437
338,842,1.1651934422,1.6608339710,-1.8853320901
234,644,0.9431606450,1.6611482710,3.2679810679
429,968,0.9352992937,1.6629209276,1.9189153094
120,753,1.3553143558,1.6642414390,4.5042673186
435,598,1.1373284089,1.6655382387,2.0138159985
98,992,0.3670460639,1.6680438226,2.4837469944
357,992,0.8460621270,1.6712667256,4.0522287422
427,597,0.2339334434,1.6734671688,-0.3317759705
89,666,1.5497729217,1.6746063926,3.0908085293
205,708,0.4138075161,1.6778158688,4.1896462441
405,543,1.3196530436,1.6788385536,4.6795353323
346,969,1.4966770930,1.6813034329,6.1861187165
484,632,0.7546913434,1.6841151124,-1.2251489991
219,586,0.3704799067,1.6849166692,6.9600004216
167,899,0.9409645916,1.6866888959,2.5449941703
159,614,1.3731039494,1.6874913251,0.1287773626
346,809,1.2515912488,1.6894779509,0.2198437914
446,973,0.9417928491,1.6895716197,5.0183879540
119,575,1.5130394579,1.6902703722,2.9324760503
365,826,1.5085157424,1.6910218277,3.2565878298
58,634,0.7746286311,1.6924406756,4.0468279670
193,820,1.6449078374,1.6931664749,3.6743477096
72,900,1.0174891979,1.6940288127,2.8451306420
355,990,1.1907899615,1.6946221672,5.6878477122
27,678,1.0887134127,1.6948798165,2.8212835079
326,662,1.6809173794,1.6953393488,4.8186818718
301,689,1.3555054951,1.6972400966,0.6005628636
199,994,0.2117234909,1.6980585685,0.1445510729
200,934,0.3361858660,1.7011444840,0.3949665808
34,813,0.8933922196,1.7025374129,3.7279891981
209,831,0.5701171457,1.7033788456,3.0190182936
119,990,0.1966898162,1.7050762446,4.8142521028
179,978,1.3441394204,1.7088964839,4.2138118776
84,765,1.4704745608,1.7120337127,3.3183355588
91,574,0.6625212532,1.7141805748,2.8243012621
363,985,1.3049986551,1.7166760976,5.8197120102
488,524,1.3177567672,1.7175491247,3.6245931445
411,610,1.4841847939,1.7208043560,3.1219469859
143,759,1.0468672827,1.7211223194,3.6691341445
425,556,1.4339178003,1.7240389487,3.1773250838
112,501,1.7223180013,1.7246692926,6.6394591381
262,569,1.2747683828,1.7255067697,1.5851889394
427,679,1.5204095980,1.7291671134,3.7426660061
53,806,1.6424520895,1.7297003977,5.0060778798
441,910,0.2394487949,1.7301517506,-0.1703411801
193,720,1.5548485082,1.7307642807,2.6975918143
79,930,1.1484451118,1.7311894389,5.2859906026
59,841,0.9487022556,1.7312824352,2.4264128958
495,864,0.8294788310,1.7314755190,1.6780204601
487,626,1.4989517237,1.7322850484,4.4617675424
386,990,0.8956869382,1.7332544866,1.8292347730
368,931,0.5899501340,1.7333381731,-0.1984350514
449,604,0.1303606513,1.7341962882,-0.8015927317
60,857,1.7086803114,1.7352405361,1.9917106995
452,721,0.7963161051,1.7355164781,2.6821607020
412,628,0.7432622435,1.7438574227,1.0181970513
70,638,0.8020749841,1.7445279041,4.6570897630
199,809,1.1516787089,1.7472620411,3.5840332765
292,742,1.3546968395,1.7476797460,0.7503121696
177,1000,1.6720236331,1.7489396575,4.5122451689
312,858,1.1801252575,1.7490604896,3.0360214629
95,571,0.1121225934,1.7511375062,0.9351531614
226,799,1.6973078030,1.7522201675,2.0445318212
335,900,0.5415143109,1.7536104360,6.1028297906
403,595,1.5738667728,1.7553933649,3.3470220678
39,995,0.8788954314,1.7559161372,3.1248821171
397,980,0.3398432099,1.7563479625,1.3543997551
456,605,1.4453879359,1.7602031969,2.3414275021
288,571,1.1833116367,1.7606660055,1.3736255221
428,543,0.9860224408,1.7608808291,-2.9729623699
312,724,1.1991421719,1.7623681389,3.3489706211
487,917,1.2374937865,1.7639465930,2.0093126052
376,519,1.4315713375,1.7641842554,3.4123564763
263,506,1.7157039748,1.7644066154,2.1665651606
215,906,0.9026962653,1.7660223835,1.4164338351
232,897,1.0887814518,1.7671020791,2.2467352851
288,977,1.3528653634,1.7675653438,4.1848810389
183,888,0.5421361136,1.7700912822,5.6269540905
258,766,1.1483671649,1.7713807467,5.0666232797
244,696,0.2789293572,1.7720355756,1.6915607646
