"IDm","IDw","FormTime","DisTime","AgeGap"
34,604,0.1695230105,0.7746900416,3.0938943759
248,501,0.6391966569,0.7770943742,2.1988927649
82,704,0.1910573346,0.7784494842,3.1114495844
179,658,0.1758164012,0.7790272444,1.9755943562
247,743,0.4064592073,0.7792219944,3.5236580999
9,701,0.1346474402,0.7793198430,1.4390427412
303,643,0.4391889525,0.7807768030,2.2874348592
358,983,0.6960258044,0.7810696512,5.8803909701
15,827,0.4667365497,0.7873607578,-0.1811226332
200,808,0.7334404128,0.7890616879,1.9204823927
79,606,0.5651529840,0.7921663096,6.0867481372
263,771,0.7431628056,0.7950130339,2.1442169937
178,903,0.4962673555,0.7951693538,4.0268195193
124,604,0.5799663319,0.7989245200,0.1812046969
166,682,0.6753109573,0.8010480210,3.1092533747
71,959,0.7050666933,0.8030431106,3.6089606628
441,910,0.2394487949,0.8041073660,-0.1703411801
68,664,0.5361484810,0.8113488140,2.6482359313
160,566,0.5404341020,0.8142133778,4.2322739025
435,973,0.3313154029,0.8229971706,4.1309347455
193,538,0.7882464198,0.8231979318,3.0550095887
362,862,0.0109954176,0.8258741390,3.4579904129
427,597,0.2339334434,0.8270786079,-0.3317759705
418,923,0.6277554647,0.8311837779,3.0481211237
288,650,0.6009341553,0.8444921872,3.7306652594
234,757,0.0966027436,0.8452538581,-6.7151989976
247,630,0.0371150368,0.8454926760,3.1835043329
70,842,0.6269468421,0.8482722141,0.1315820263
414,903,0.3716750808,0.8501104926,3.1260947730
452,721,0.7963161051,0.8513777885,2.6821607020
320,644,0.1853200112,0.8575217265,1.5518695146
65,701,0.7137198768,0.8576340217,3.4486177426
33,605,0.3600545343,0.8624992476,2.2818336076
189,760,0.3478252942,0.8678719131,3.8070021043
212,882,0.7609363670,0.8688724390,0.5568155315
54,854,0.1409325008,0.8699283137,2.4473111130
205,531,0.1156498239,0.8812703488,2.7573809658
96,591,0.5105249992,0.8842327261,3.5687971768
476,978,0.8577402640,0.8849868930,2.7677924925
297,694,0.2947305469,0.8856451596,3.6276408198
256,761,0.1003777827,0.8878902599,3.1056633699
407,649,0.7848432642,0.8912453036,3.0177257354
6,628,0.2504710375,0.8945263385,3.2945242660
42,539,0.5423061697,0.8956416622,2.7369784719
303,517,0.7495233595,0.8971507124,1.2600610067
415,656,0.3884754425,0.9028604630,3.3041769868
59,650,0.3878662118,0.9040180119,3.6757520503
50,624,0.4117636685,0.9085171920,-0.6211653041
291,900,0.3553583680,0.9108972021,1.0067215081
247,647,0.5053996924,0.9174174521,1.7659374154
143,543,0.3125510523,0.9194869222,2.2019127474
424,860,0.6144854276,0.9211665754,3.5227597958
240,575,0.1809416929,0.9246576156,6.3689685372
130,909,0.5053039612,0.9255079961,3.0537925519
99,707,0.8678854879,0.9346025930,1.6198227709
145,808,0.8971195707,0.9372391251,3.8517649038
70,957,0.2461421707,0.9378826444,1.2002898768
333,707,0.8891365078,0.9399436408,3.8199157610
175,635,0.7147188524,0.9448641222,2.1770445494
309,708,0.4678715704,0.9456366011,2.3147013699
245,645,0.7156919301,0.9461613040,3.9279254553
430,580,0.8479743383,0.9472297767,2.4525226769
441,730,0.3411320140,0.9473453592,-0.4406701328
53,770,0.6724817700,0.9484365096,3.1034831846
145,662,0.8030553412,0.9514638626,2.5455674881
215,906,0.9026962653,0.9520298639,1.4164338351
209,833,0.6871600445,0.9539436918,2.9817209720
190,615,0.9289271214,0.9552272044,1.8169908347
441,601,0.5248068814,0.9580996470,3.1426771557
59,886,0.5381747862,0.9594344317,3.0721559822
423,512,0.5435574596,0.9620868972,2.9953109839
285,877,0.7585861042,0.9702345912,-4.4604015049
369,952,0.7326668017,0.9724734060,3.1280613584
230,609,0.9611424675,0.9736574866,3.2533782562
368,509,0.7221978181,0.9756310857,7.0701095270
227,943,0.8706298226,0.9799596899,3.7590595226
96,656,0.4253437202,0.9836745230,2.8813396519
112,820,0.7551436702,0.9866347767,0.4881601342
463,566,0.4401730796,0.9877783022,1.4352711561
42,524,0.6350762297,0.9897294662,-0.7764870039
424,741,0.9099731058,0.9949079780,2.1760869350
344,821,0.8124536960,0.9956444205,2.1216592574
408,696,0.9345860446,0.9957211673,1.2777220959
153,598,0.9424226309,0.9974253851,2.0851365331
103,759,0.8207709821,1.0041778335,4.8700845330
104,721,0.8924843549,1.0050284145,3.2127509110
248,724,0.9296364518,1.0117984482,3.1930505306
303,954,0.4012698083,1.0128172646,3.0320649787
143,615,0.5647441221,1.0148030414,3.2090141143
54,682,0.4350095846,1.0162594316,3.4552947647
244,730,0.3201389159,1.0194015979,3.2055945884
193,605,0.5154088273,1.0304571003,4.0435358044
176,752,0.8710309664,1.0315785008,3.4604806196
226,868,0.4682182539,1.0321384023,-0.0765981158
499,746,0.8007178063,1.0374864509,1.2004715898
84,982,0.6457914944,1.0379648402,3.5739580851
69,711,0.8255343854,1.0402047966,4.4009990524
185,766,0.4814188776,1.0419230632,2.6591209150
240,967,0.7370293617,1.0420407392,3.0420803461
130,775,0.9565825863,1.0436948578,2.9878702965
302,501,0.4855147788,1.0503852730,2.5342035377
360,662,0.8041399634,1.0526140326,5.0424840223
219,586,0.3704799067,1.0555474355,6.9600004216
356,854,0.7172293341,1.0574622362,2.0164412676
245,846,0.1774529530,1.0585740608,0.8366659490
309,726,0.8227886612,1.0593211046,4.3391099540
24,813,0.6447325678,1.0639364311,5.7738263571
459,739,0.6973988456,1.0660649084,3.6705663927
352,638,0.0930693887,1.0747626434,2.4437814004
105,666,0.2085286153,1.0748138352,1.4088029767
442,633,0.4477094224,1.0773559050,0.8035022598
226,850,0.3418231305,1.0797484147,-0.4978793882
335,900,0.5415143109,1.0803069453,6.1028297906
374,918,0.5985712766,1.0819759290,1.4654831638
474,841,0.4913583882,1.0885391423,2.2732390891
167,899,0.9409645916,1.0899335242,2.5449941703
15,531,1.0057534019,1.0899737110,3.2110153682
479,802,0.2541325206,1.0901236354,4.3180399882
202,553,0.9204773167,1.0904888716,2.4150824652
224,660,0.6355059970,1.0939950756,3.3130297374
163,864,0.6404893542,1.0955423120,1.1062490834
112,530,0.8725112462,1.0964180951,3.7626805388
111,596,1.0284026005,1.0979932679,1.6792151080
100,647,0.6327147239,1.0990974567,1.8018315167
360,535,0.5123528436,1.1017325572,1.1450475441
98,992,0.3670460639,1.1020199399,2.4837469944
162,522,1.0584023000,1.1061580595,2.8560722284
285,845,0.6314264579,1.1087974184,3.5052375695
68,626,0.8820486719,1.1176064182,1.5716250303
164,841,0.4290060460,1.1206090558,3.3381396820
174,721,0.7700314022,1.1218294789,4.2649759025
357,554,0.6455972772,1.1233618771,3.7097979193
112,696,0.8105999319,1.1249624829,2.4701966495
54,714,1.1097248885,1.1256372253,4.3116371113
247,771,0.7327433261,1.1257957212,2.6578515639
133,684,0.1160030637,1.1283010647,5.4189872402
161,978,0.3779980664,1.1290337640,4.1496091997
8,692,0.3600256824,1.1311586401,1.7051912085
406,541,0.7526440639,1.1328801959,2.3348678336
54,949,0.1888451073,1.1336198144,8.9322527648
348,760,0.6919554375,1.1369535082,1.0026605520
342,925,0.5214254661,1.1372825222,3.1953074757
47,579,1.0719872687,1.1384189782,3.3264227517
229,903,0.6370430620,1.1391426072,3.4555141188
41,802,0.3073931102,1.1406355064,1.6644113302
75,537,0.3913910015,1.1416348124,5.9978147259
287,921,0.3190986942,1.1421339691,10.1632494612
390,705,1.1035205510,1.1467850911,1.5940028694
232,610,1.1022485585,1.1511160114,1.7930180589
193,720,0.8809051625,1.1515934196,2.6975918143
91,917,0.3985399394,1.1559845822,-1.6651714610
37,575,0.7257721176,1.1563346103,1.2167990518
7,790,0.8365279523,1.1631285665,4.3732506720
329,617,0.3284852566,1.1647985172,-0.5251580470
60,634,1.1467805994,1.1674872040,2.6644380485
125,619,1.1171517074,1.1677199941,2.8641322247
151,600,1.1225474150,1.1714265077,2.1979142594
262,919,0.5838284256,1.1714752326,2.1348093565
33,957,0.7206257614,1.1761411187,3.1522188286
60,770,1.0427210135,1.1845230531,4.7784619580
244,608,0.7517465895,1.1881574155,3.5455724414
472,925,0.2367708131,1.1893182010,0.7203679957
79,930,1.1484451118,1.1918558737,5.2859906026
479,924,1.0707098994,1.1932756090,6.1056384683
247,607,0.4675123291,1.1970237706,-0.5875639353
405,771,0.2875330415,1.1975427458,4.4354489991
381,505,0.3607578176,1.2001185660,2.7837347841
179,725,0.1862168023,1.2001984838,2.4390850762
451,968,0.4843712994,1.2019573059,1.9068630700
29,646,1.0534755507,1.2020921073,1.1848445762
265,826,0.1018307010,1.2071567713,4.6368533245
62,893,1.0972929471,1.2121223329,2.7759388483
456,644,0.7498821726,1.2129218457,3.3343998682
55,621,0.0937588886,1.2137239508,3.1661350146
125,836,0.5752347471,1.2143262356,3.8795291426
95,571,0.1121225934,1.2168102371,0.9351531614
346,647,0.4270588363,1.2192309585,2.9893067162
308,593,0.9393699529,1.2196585442,1.5023387001
105,723,0.4956473744,1.2250388839,6.5542250627
442,626,1.0686188603,1.2259438963,3.5271540422
482,910,0.2677776593,1.2348978106,2.2821891528
9,892,1.1444628616,1.2358870695,4.0362403431
459,634,0.8385751962,1.2417774126,1.9551658568
33,985,1.1946243110,1.2515370652,6.2883277469
50,614,0.8182712933,1.2519777498,4.0890462222
5,702,0.7340959529,1.2536182999,-0.4778574948
232,897,1.0887814518,1.2560941601,2.2467352851
318,742,1.1982262931,1.2614912003,2.1165081305
453,601,0.7193300113,1.2625676101,2.4947622452
487,917,1.2374937865,1.2632174756,2.0093126052
51,569,0.2614526223,1.2675324831,3.2631161655
342,559,0.7751339681,1.2683815770,-0.3529508642
133,868,0.3362267518,1.2691755426,3.5946898798
63,656,0.0128450058,1.2749425309,3.1542483168
449,858,0.9963636263,1.2815532297,1.9952732582
209,831,0.5701171457,1.2842379850,3.0190182936
279,898,1.0113259894,1.2873153565,5.8799614352
142,926,0.6173496576,1.2904768712,2.7868723649
328,580,0.7426963512,1.2905282105,2.7838804958
458,920,0.9473474581,1.2918251753,2.3939272195
23,538,1.2932838204,1.2950863369,1.1892185922
161,802,0.6226358122,1.2996243713,4.7526133655
258,722,1.0845667049,1.3002483177,0.8938966660
304,739,0.1816458397,1.3007143826,-0.0842902155
479,910,0.3422968509,1.3025003887,2.1286160713
252,868,1.1570558042,1.3026491601,2.1096310668
132,917,1.2770841180,1.3099062096,3.3227385028
252,949,1.2139836257,1.3131748633,3.1716947419
201,880,0.8839952585,1.3138127046,3.1878153943
286,761,0.8668531176,1.3171917234,2.7193997434
144,924,0.9270007279,1.3179114593,1.9509256127
179,644,1.2420733024,1.3222219452,0.2231532955
428,650,1.0711927295,1.3244127067,-0.3728073800
252,638,0.8215210877,1.3281532298,2.6767853295
128,936,1.0603945423,1.3292259451,0.8955507154
419,932,1.2176066890,1.3297823499,0.9364698516
482,836,0.8717706690,1.3326609186,1.7061540695
57,802,1.1183776157,1.3338059586,-0.3934612819
333,556,0.8238874211,1.3447232696,5.0584921049
367,959,0.9521001461,1.3448989203,4.1853553665
428,665,1.0665801043,1.3455446273,3.0105880060
357,992,0.8460621270,1.3467790571,4.0522287422
391,501,0.3727492091,1.3489908228,2.0577874450
248,770,0.0815122329,1.3500860121,2.1000034777
180,932,0.3532207853,1.3539347655,3.8494581647
362,714,0.8836636906,1.3562890148,2.6026269606
318,671,0.9997696122,1.3579410888,2.4238387457
161,813,1.3364941076,1.3712961195,3.4665266004
89,506,0.9956966020,1.3728317789,2.4095382115
163,636,0.9100982291,1.3737666815,3.9194009572
437,646,1.0859382741,1.3780482314,6.0515035510
10,996,1.2625074463,1.3810838722,3.9757098608
225,934,0.7449894391,1.3812685120,1.6886178644
355,621,0.8275407606,1.3830861049,4.3328478382
145,921,1.0856762852,1.3833206349,5.7881535051
487,922,0.2157599598,1.3835054617,4.2196547199
363,985,1.3049986551,1.3839061654,5.8197120102
313,555,1.0179090695,1.3843906889,3.2743221789
427,548,0.8336446280,1.3846759286,5.1628974510
145,957,1.0340762579,1.3869115056,1.6219821221
112,674,1.2755113870,1.3899440792,1.8584766502
326,898,1.3580664005,1.3909755459,3.1317389557
372,886,0.8602741719,1.3916390801,2.0615023333
487,722,1.0962218473,1.4003432227,2.4277537994
116,799,0.0762249929,1.4033465658,2.6994054152
52,598,1.3277129053,1.4038087023,3.7046529441
172,795,1.0274946652,1.4053782029,2.6088673773
430,821,1.1616382411,1.4055373324,3.4943685389
398,512,1.2459391599,1.4128966504,2.8548117804
160,959,0.1715888268,1.4139279375,2.5316647739
412,636,0.8101474481,1.4171290545,1.6407619964
398,880,1.0431993206,1.4184584595,2.5265929182
331,503,0.7748590334,1.4195169774,2.1594258949
88,936,1.2106750902,1.4258073191,2.6733450258
77,702,1.3430917859,1.4266244458,-0.2778674898
58,862,1.0331393041,1.4354470716,1.5344725731
418,638,0.8870784712,1.4377617072,3.0581497323
416,676,1.3269815060,1.4434584471,0.7272820692
292,742,1.3546968395,1.4448301112,0.7503121696
124,501,0.5967390374,1.4464560930,2.2968620794
317,679,0.6608497715,1.4472153506,3.5764407193
472,802,0.4259600207,1.4485375668,1.7027296263
23,934,1.3425990712,1.4505238477,3.7523969987
192,992,1.1885191084,1.4525123559,3.9744923272
474,886,1.1166769502,1.4527601610,2.9189821754
245,992,1.4061677694,1.4531087969,3.7284950276
387,533,0.1258789092,1.4541582639,0.5182858625
256,886,0.1144546360,1.4547854821,3.3293925980
362,883,0.8308002651,1.4561107508,2.7300718804
482,638,0.5470831122,1.4564645653,3.2121630630
97,725,1.4149417376,1.4573043732,-2.2149390203
98,879,0.6918953196,1.4612704592,2.6094213985
445,936,0.8492104450,1.4636848311,3.3025822836
477,786,0.6535062416,1.4645146305,1.5575293212
58,634,0.7746286311,1.4694882655,4.0468279670
260,730,1.2182867980,1.4715932566,1.3970765873
484,632,0.7546913434,1.4781389863,-1.2251489991
179,949,0.7530625500,1.4796414376,4.0522754491
288,571,1.1833116367,1.4799003916,1.3736255221
352,614,1.1071659824,1.4814733915,4.9274629203
199,994,0.2117234909,1.4827326361,0.1445510729
212,801,1.3136130939,1.4841110800,0.8590118840
415,934,1.2857879329,1.4855346992,0.8579413690
297,666,0.4822053281,1.4855441829,0.6550560626
377,952,1.1760993840,1.4864709345,4.5825091764
245,851,1.1750652680,1.4885219331,4.0591939034
50,900,1.1175999915,1.4886881029,3.5642217194
143,759,1.0468672827,1.4901991841,3.6691341445
346,809,1.2515912488,1.4902122333,0.2198437914
33,984,0.9742533211,1.4906276766,-0.4428305691
322,968,0.4900153709,1.4956252728,3.3672944146
320,934,0.7453924772,1.4964306220,2.1335493393
244,696,0.2789293572,1.4984021347,1.6915607646
132,705,1.1840162265,1.5038128232,3.1278982576
86,998,0.9184834583,1.5044200100,2.0228849862
441,858,0.0040421026,1.5087704962,2.8957671394
195,503,1.0359864858,1.5088746141,2.2046128873
179,978,0.9178060919,1.5127912673,4.2138118776
233,807,1.2149492335,1.5131141607,2.0843299348
456,605,1.4453879359,1.5143826459,2.3414275021
266,886,1.2225007166,1.5153588321,6.3257240241
288,977,1.3528653634,1.5162508293,4.1848810389
133,861,1.2324635794,1.5201752853,-2.8399658719
442,565,0.6499738514,1.5202173901,-0.9917060183
74,924,0.9461694729,1.5222281334,1.8742560973
244,952,1.1956164929,1.5232705279,3.7228518086
495,590,0.3275138795,1.5236745177,3.5909590093
27,847,1.3305956775,1.5246629418,2.7965863991
447,741,0.6835458928,1.5251562350,2.7363791447
479,604,1.5281974931,1.5299048541,2.3978584008
263,528,0.6581089163,1.5308307945,1.6524821448
405,748,0.5572352090,1.5380682307,9.5536136556
473,952,1.2400193144,1.5426457504,0.0151304485
91,574,0.6625212532,1.5446428540,2.8243012621
191,957,0.8050930973,1.5453153001,3.1261172395
109,626,1.4865768814,1.5455051853,5.6584497994
411,610,1.4841847939,1.5455670999,3.1219469859
105,861,0.8039453543,1.5472918190,2.9606781277
392,734,1.5280950088,1.5474033563,2.2189049484
187,789,0.2573640023,1.5493993661,0.6622139300
381,548,0.5258882396,1.5529201788,3.8173974248
105,1000,1.5542344781,1.5619358958,0.3894378372
230,519,1.0463954966,1.5659866855,1.4989159225
429,542,0.7883553912,1.5691226463,3.4051640586
353,991,1.2833049910,1.5731520950,3.6490374074
8,819,1.2484010196,1.5788829181,2.8390519161
52,723,1.1840002687,1.5801390834,0.8025879800
99,702,1.0671305675,1.5806182886,2.5943774244
41,666,1.2263328776,1.5830791656,-8.1487238419
6,630,0.1870413591,1.5913666748,3.9908943847
396,747,0.5734346364,1.5931923238,3.5925349696
444,606,1.3998394083,1.5947917180,4.5934235341
156,946,0.8685876158,1.5956541605,2.3146896660
225,556,1.3642742898,1.5958590464,0.6963305267
55,826,0.8477065193,1.5968028946,-1.6301161051
384,842,0.9400945196,1.5977791678,3.4105103146
435,874,1.1489825311,1.5987602054,4.4043542370
482,559,0.3291418656,1.6034940238,-0.0590069008
428,543,0.9860224408,1.6045899909,-2.9729623699
405,543,1.3196530436,1.6050381034,4.6795353323
357,701,1.5808812105,1.6052787885,1.6891792736
159,991,1.2384064955,1.6121432697,0.8587173006
8,909,1.4869945382,1.6128878684,1.7189583303
268,541,1.2277340624,1.6223868170,5.5938449030
205,708,0.4138075161,1.6232691809,4.1896462441
6,590,0.6002690065,1.6239892659,3.0168758865
215,666,1.3509716587,1.6249135826,3.0479206941
21,918,1.6242564782,1.6257273169,2.5529006595
51,919,0.6549582576,1.6267425566,3.8127365826
369,608,0.3543932263,1.6273369779,2.9507819911
464,830,1.5666036770,1.6297798558,-1.2554451111
358,523,1.4282975189,1.6304445818,4.5623664026
244,910,0.4478891693,1.6324860955,3.4759235411
403,843,1.3351880244,1.6332849563,4.4932426878
368,931,0.5899501340,1.6349687852,-0.1984350514
337,791,0.7319491063,1.6354924296,2.0459518312
291,829,1.5107597424,1.6414809525,2.5489423977
33,696,0.3686373307,1.6443090239,3.8946820281
169,765,1.5762518032,1.6484129673,4.6038462739
498,877,1.6186926879,1.6524710183,-5.0635059054
261,769,1.1923310521,1.6563079753,1.6995347025
39,995,0.8788954314,1.6565518328,3.1248821171
372,977,1.6368353143,1.6603917388,3.1193141808
313,575,1.3085933262,1.6648582605,0.2843795619
322,899,1.6339818302,1.6745899800,4.2803901879
173,544,0.9468425110,1.6748955547,1.9348564509
199,968,1.5781159415,1.6749687191,4.5630733250
34,813,0.8933922196,1.6750108971,3.7279891981
201,983,0.8889806952,1.6775171172,4.8046013610
37,909,1.5536204405,1.6793185416,1.8408167417
155,951,0.6809852593,1.6797968282,5.0361792724
175,980,1.2705399912,1.6805180299,4.0542468658
129,949,1.2103349383,1.6806659164,1.6240029789
412,761,0.7013891670,1.6831039187,3.2058304279
10,903,1.1751098464,1.6856477315,1.2584933692
162,592,1.2127475698,1.6900065093,3.1916957165
298,560,0.9866572763,1.6970388965,3.3527866010
232,521,1.2989111695,1.6973012460,2.3489095703
119,575,1.5130394579,1.7006223261,2.9324760503
469,866,1.2284632264,1.7021141943,2.4293286567
4,564,1.6323778333,1.7028887813,0.1862644345
63,730,1.4288016048,1.7078003039,2.2602427525
283,828,1.2585967328,1.7094788371,3.9250160326
200,978,1.5433620972,1.7108295285,3.8039453382
284,926,1.2538503326,1.7145442223,1.8425781675
376,844,0.9963195217,1.7146344630,1.0636889127
387,555,1.1832075205,1.7161366921,1.2373330087
234,644,0.9431606450,1.7218739268,3.2679810679
54,840,1.7148472177,1.7265456069,3.7077996540
163,542,1.0018683592,1.7266176821,2.2714650862
459,739,1.7259253272,1.7296535504,3.6705663927
252,646,0.4705011411,1.7303566800,3.2338067150
50,949,1.6365452197,1.7304677697,2.1002741148
41,904,1.5954954254,1.7313897189,1.7004464494
23,934,1.6666003980,1.7349787744,3.7523969987
160,593,0.2204845557,1.7368639464,3.2993063105
72,724,1.4182185063,1.7370155506,3.3353571924
218,786,1.5261888442,1.7377306721,5.7409633560
487,956,1.4703286894,1.7388959601,1.9362380734
201,896,1.4312900149,1.7418531389,5.4676677434
376,968,1.7119289647,1.7421293778,2.7744182675
256,720,1.0761703327,1.7454966445,4.6729218955
465,621,1.2495872935,1.7464401502,0.3194875207
476,858,0.2067268596,1.7467999943,4.2474810608
220,860,0.9456716006,1.7481168058,0.2556789974
375,610,0.6946364019,1.7500217454,4.2216324190
78,642,1.7493556832,1.7563068368,2.4057170826
445,677,1.2764484004,1.7591349654,2.3268011791
263,506,1.7157039748,1.7634675347,2.1665651606
396,787,0.2440620560,1.7667577755,2.3813506621
384,749,1.4975356507,1.7697757479,2.8730407639
154,818,1.3074294038,1.7707918522,1.3502217314
335,868,1.5210200914,1.7766270359,3.5768185108
98,554,1.5178592129,1.7782675198,2.1413161715
69,987,0.4899789249,1.7798850890,5.4062994954
191,934,0.7245437493,1.7823542348,3.8303842093
145,760,1.6397271602,1.7846482405,3.3926944417
342,730,1.6077003751,1.7855668606,1.7179162366
463,959,1.5242486182,1.7912761546,-0.2653379725
392,742,1.4777865656,1.7916538100,0.8443086293
16,819,1.0663015106,1.7975299111,6.7792421500
143,817,1.6018344279,1.7984767888,2.3118565259
452,926,1.5698603812,1.8021334367,4.7228404170
403,595,1.5738667728,1.8039880783,3.3470220678
327,602,0.0004588225,1.8060990609,6.1946636903
98,645,1.0774939803,1.8081869600,2.6831774221
360,682,0.5052233859,1.8124580847,2.5936499549
43,917,0.5469407875,1.8137682343,3.0785322003
469,913,1.5153309759,1.8145140488,4.5176727713
479,952,0.2675048279,1.8169592852,2.3755443388
199,794,0.8990618898,1.8176938059,4.8879816723
328,580,1.7571632098,1.8178226191,2.7838804958
